Tumor_Sample_Barcode	signature	weights	short_histology	experimental_strategy	num_mutations	genome_size	mut_per_mb
BS_SK4H5MJQ	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_QWS88QXE	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_STNH7YSX	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_TRGECFNP	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_1M63B97V	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_M28HG0NT	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_QWM9BPDY	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_B4PPG3X5	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_QFH9XM6Q	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_4DYW3T2A	Signature.2	0	HGAT	WGS	0	3088286401	0
BS_7G3AFSCR	Signature.2	0	HGAT	WGS	0	3088286401	0
